0,44.055288,-123.071735,1
1,44.057641,-123.084109,1
2,44.058272,-123.061713,1
3,44.053337,-123.088294,2
4,44.056501,-123.08069,1
5,44.056638,-123.069111,1
6,44.052623,-123.077728,1
7,44.058105,-123.081124,2
8,44.055389,-123.07118,1
9,44.056473,-123.08463,1
10,44.057033,-123.06534,1
11,44.054179,-123.07624,1
12,44.055867,-123.070195,2
13,44.056906,-123.072832,1
14,44.057026,-123.076668,1
15,44.053314,-123.077461,1
16,44.058063,-123.077484,1
17,44.057702,-123.074474,2
18,44.052056,-123.067664,1
19,44.058077,-123.065941,1
20,44.057474,-123.0823,1
21,44.057042,-123.079889,1
22,44.056699,-123.082713,1
23,44.053588,-123.074041,1
24,44.056011,-123.069599,1
25,44.054879,-123.065819,1
26,44.054434,-123.074166,1
27,44.055805,-123.082769,1
28,44.056835,-123.075663,1
29,44.054573,-123.076443,1
30,44.054064,-123.081516,1
31,44.052707,-123.074539,1
32,44.056571,-123.081274,1
33,44.056987,-123.084968,1
34,44.057606,-123.082007,1
35,44.052679,-123.077148,1
36,44.056402,-123.072755,1
37,44.054026,-123.08866,1
38,44.055206,-123.073242,1
39,44.051172,-123.085631,2
40,44.05728,-123.085591,1
41,44.054436,-123.087938,1
42,44.056946,-123.069004,1
43,44.055502,-123.08238,1
44,44.052775,-123.074863,1
45,44.056863,-123.082927,1
46,44.057889,-123.066412,2
47,44.054311,-123.075261,2
48,44.051283,-123.071486,1
49,44.054902,-123.069999,1
50,44.052233,-123.071013,1
51,44.054186,-123.073997,1
52,44.052746,-123.070499,1
53,44.055492,-123.087508,1
54,44.052993,-123.076225,1
55,44.055327,-123.078291,1
56,44.05622,-123.081478,1
57,44.055021,-123.081177,1
58,44.057281,-123.084365,1
59,44.055404,-123.084535,1
60,44.056714,-123.075986,1
61,44.057211,-123.081369,1
62,44.053924,-123.076455,1
63,44.054615,-123.058615,1
64,44.052828,-123.072316,1
65,44.057289,-123.0755,1
66,44.042929,-123.078774,1
67,44.053984,-123.093017,1
68,44.028434,-123.103688,2
69,44.056335,-123.092163,1
70,44.046262,-123.118451,1
71,44.079382,-123.069276,2
72,44.057924,-123.10161,1
73,44.066185,-123.114036,1
74,44.04518,-123.080291,1
75,44.048193,-123.029098,2
76,44.04997,-123.091337,1
77,44.086954,-123.107199,2
78,44.008483,-123.033244,1
79,44.048894,-123.018546,1
80,44.006701,-123.08617,1
81,44.032938,-123.020102,2
82,44.046948,-123.074823,1
83,44.044559,-123.077925,1
84,44.042604,-123.075217,1
85,44.035682,-123.069839,1
86,44.046608,-123.019336,1
87,44.057616,-123.118416,2
88,44.047889,-123.094543,1
89,44.045062,-123.105602,2
90,44.045617,-123.074443,1
91,44.039203,-123.021186,2
92,44.043437,-123.092636,1
93,44.020602,-123.08071,2
94,44.032149,-123.075276,2
95,44.06088,-123.094066,2
96,44.048653,-123.095562,1
97,44.039688,-123.115611,1
98,44.044669,-123.067454,1
99,44.066368,-123.076744,1
100,44.079105,-123.120792,1
101,44.054072,-123.092545,1
102,44.046713,-123.075354,1
103,44.059745,-123.06722,1
104,44.046049,-123.066618,1
105,44.0379,-123.06982,1
106,44.048651,-123.029307,1
107,44.056236,-123.100218,1
108,44.045753,-123.11782,2
109,44.044291,-123.076937,1
110,44.031548,-123.019534,1
111,44.042297,-123.09832,1
112,44.048728,-123.090384,1
113,44.047032,-123.034633,1
114,44.075548,-123.039825,1
115,44.046115,-123.0114,2
116,44.065699,-123.029809,1
117,44.060327,-123.055855,1
118,44.046124,-123.088004,1
119,44.016728,-123.082068,1
120,44.027322,-123.08303,1
121,44.051026,-123.097039,1
122,44.008601,-123.033983,1
123,44.049193,-123.130121,1
124,44.009249,-123.034826,1
125,44.047601,-123.044255,1
126,44.057584,-123.098257,1
127,44.027221,-123.089519,1
128,44.042131,-123.029639,1
129,44.057714,-123.092659,1
130,44.083271,-123.154182,1
131,44.021904,-123.100901,1
132,44.033878,-123.07605,1
133,44.032497,-123.081433,1
134,44.048608,-123.09285,1
135,44.041723,-123.079912,1
136,44.049709,-123.032764,2
137,44.03333,-123.087296,1
138,44.056431,-123.105042,1
139,44.040432,-123.128,1
140,44.047796,-123.098538,1
141,44.076091,-123.104096,2
142,44.066958,-123.099226,1
143,44.077408,-123.042739,2
144,44.047709,-123.043388,1
145,44.049406,-123.091071,1
146,44.044196,-123.092627,1
147,44.047189,-123.020523,1
148,44.044194,-123.031009,2
149,44.065559,-123.113194,1
150,44.078475,-123.120412,1
151,44.052248,-123.096848,1
152,44.057909,-123.092124,1
153,44.040986,-123.112677,2
154,44.059061,-123.066397,1
155,44.082044,-123.02778,1
156,44.049862,-123.092676,1
157,44.049722,-123.087018,1
158,44.050602,-123.08602,1
159,44.029381,-123.090836,1
160,44.059898,-123.019142,1
161,44.084529,-123.138439,1
162,44.042841,-123.044674,1
163,44.045142,-123.077171,1
